FloatNumbers,Integers,SomeStrings,Time
137855.85446563023,873180,yPQZOyJGax,2001-04-27
23559.460273514942,687106,YCXbqRRTXp,2020-08-27
67106.65047385622,886031,dvQuDfwzYa,2001-12-25
188245.12269626738,854570,lExSXRYjQb,1997-07-04
65016.996427216356,384863,qcRnBBXmyA,2016-01-23
91404.03289499116,380331,LFVjysyKII,2010-11-14
265217.0101375914,677590,QbJENJmzxu,2019-04-27
471877.2364736957,696696,HHYNXWxOzD,1998-03-01
2704.3702390222516,239341,iUQWbjxrsS,2010-12-11
337399.20014246536,35673,VBOnbJLQEb,2003-09-20
25519.182386035653,678730,GnYGYAECJM,2008-07-01
247365.54326153095,871773,UgmLsEfQCJ,2002-10-05
164637.1636242011,118514,DwGPzQPJbD,1995-10-16
515168.9170139017,765297,oxHGptDFKO,2009-10-01
339208.976215894,93870,xVooJnLtKd,2003-10-18
25784.072926308152,208322,KNKzvvuvDK,2012-06-05
208607.63466207235,161170,eofNyuSZJU,2001-07-29
238505.47533252358,14325,McnoyXTMtd,2014-04-13
54252.439513994985,651014,YkeYnFBCpL,2002-07-11
22606.689205207083,54781,ljiYOpGRbm,2002-08-22
213727.505705361,542130,HgBqrvgdTB,1998-09-16
556500.5818204771,130396,OYHpOKDtwd,1999-09-26
428729.9036255783,830192,piZDEAzruh,1997-04-29
111524.70125215278,427523,KWQfXlVIhB,2013-11-29
274132.92706724966,42204,TGqkzskxHo,2017-02-09
122365.32965430462,284151,vsQUJPmsjQ,2009-11-19
99894.06352680128,536296,WopBWyuDZp,2014-05-18
534.1219177777417,897469,FkLtalqJOR,2014-01-17
55307.23664351556,709547,QpdJNAqdxn,2015-09-25
40199.95074639834,564997,QjJqgKHizr,2006-10-25
429780.9405970966,686106,fclCXsxayt,2011-11-27
4422.237817457529,264885,UgYtnNozdV,2015-01-26
293419.4104617521,292029,BqLseWEfFP,2013-10-22
12395.841598416226,184914,njbnpowFUU,2017-04-01
176393.99764522957,45309,WrcbRscFbA,2014-03-06
544899.1983665823,175115,WGlmzxUjbh,2005-06-28
270648.65003267763,144656,uyCLUsCuYP,2014-02-23
124179.24892801787,941807,rWcNElZLvu,2018-02-27
519263.0358674674,52358,lbHgyvTMZJ,1999-02-22
57365.885821192904,481555,MOCjlFBXlP,2011-02-25
25329.53308913113,330072,JRQOCOfFHG,2012-05-17
218816.22873879006,35481,EdekUlISsD,1999-08-27
447146.29384230747,676346,nXIVYxaDMv,1996-08-22
305743.2245017964,659547,XNBQoOsyyW,2014-07-27
164766.134334999,323395,WPDWTNXEDf,2007-10-14
418913.3975937205,222528,jSkihPtqOT,2009-08-30
27535.940419277358,378599,ZWODbLuMuZ,2001-08-18
763780.1383097809,532149,hDKHMQXImv,2007-10-23
408667.1086826878,39478,EMhbzACHHZ,2017-11-15
42772.09104214494,381517,QMTwihfogi,2014-11-03
386839.0167886823,111528,BeHxjljXPU,1998-11-29
78011.98631885591,927370,eWjwPDAlLo,2014-04-05
311909.4284772164,553976,wCXVCRSJlY,2001-06-06
3252.9614535152414,716509,AgIbbDgvJK,2001-05-28
12871.385504332042,380655,GCvzCBBUVL,2009-09-20
178073.47607114285,567862,zkEuthGuCe,2015-10-25
867418.7082854134,971182,tEqkCauzxE,2010-02-23
317283.30799958186,911366,mnJxwNCJSN,2004-07-19
710655.3746575059,94766,hNbuUbTKGO,2003-10-01
305890.1422990667,674825,GPTckcSHBK,1996-06-23
508701.8563554885,827314,RlEywVZslg,2018-09-14
73858.0218767675,253623,lUWVzrAynF,2004-12-02
103148.42270936385,871276,clHfAPtntX,2016-12-15
633469.2031519616,376826,dPDlyaITmX,2018-06-09
128250.86303792265,882802,VrwpFWzLBj,2019-03-27
28771.25590956625,728835,PjBVshjuEy,1998-04-25
185338.57358688687,119358,WfhnxYbPHY,2011-02-17
142094.7598052311,655730,VqfKrqxFdX,1995-10-15
166179.92411124846,715018,OcdVmbEijy,2020-09-02
171769.16163939718,606867,cOzJgVanIR,2010-03-14
31759.56097981823,445516,QJbeNPDeBM,2002-02-19
62253.52478519339,249686,xgaxfcDuah,2004-05-04
80390.3424373861,381005,UGgBrVsPQA,2017-03-09
611343.5671658774,176408,DnqYLRJYFb,2019-02-07
398561.61898169783,188352,lMfDIIizRW,2005-10-12
53147.301554804166,616697,gcZJbscXlM,2019-05-14
89282.36735669966,952603,svyUguEwvc,2005-05-30
51480.37320429939,756907,PHJSkCAtjw,2019-11-12
104925.81506064946,687120,CpYguIMqmW,2013-10-11
116367.93939504615,61295,pYHPkUqlZu,2007-05-22
158070.86879719424,334606,bPYOcsCrJN,2013-10-16
8794.342167514338,551482,HJpnLTCBtk,2018-11-11
28825.233115673018,771966,ASulLgtJNS,1997-08-12
346044.2800892981,235912,lqnppfxABl,1994-12-25
49306.92257784596,16850,NYtAGVzqbk,2015-03-05
55868.80637691981,26498,LdGeaAXaZI,2008-04-19
72430.08451726577,45396,kIQMMQsbJq,2006-04-04
333905.89169674815,144656,LbXPwqHGgo,2003-05-02
6346.498875787616,102744,WGNzMCAdXF,2018-07-02
1854.6599350230533,187385,tvDhIUnVWh,2009-08-27
78315.66494064909,95045,AcRBCbXqpQ,1998-02-05
90597.18386756675,389899,hLLVbOHOkd,2003-05-01
133702.00432359133,513448,xmatwkwsFH,2007-09-01
719220.8468991036,319963,bzjLsEbCsf,2009-02-04
687144.1747129733,907689,RZvPthdrhm,2017-08-02
8106.941786114594,585372,HJberqTHSg,2002-12-19
285204.26795004186,892062,XWlZqMjWsd,1997-12-16
216471.96254867656,935472,VlAfWkFWYf,1997-09-29
520586.2510725116,114681,ocTLbVwRGr,2005-10-26
139556.67631498183,822252,vfggNsEKCp,2018-04-29
23112.295937906114,460855,gaktbKDcSN,2017-03-05
97816.70068459147,765313,XgNBZpkJyQ,2005-06-23
151646.95310629017,748251,OGPqoNkDlQ,1994-11-14
103477.03631333596,114021,VWAJNlDiJF,2005-05-20
222253.9610239165,745857,vrhQSyofjh,2019-11-06
10309.18619724841,874424,MHZoYqMTYx,2015-12-23
447726.86160210177,456895,ooRhlIZiCc,2015-08-20
264404.94988448,838544,GkihMHESlC,2010-02-28
236596.93821710977,102737,jkmeLslMhS,2005-07-04
26436.764881082847,811215,EndbHkCgjd,2007-10-19
11598.219899687923,992945,fmewYFiBjQ,2005-07-16
12844.770801307612,15295,BVxIMFvLXD,1994-11-20
139979.29133656985,2691,IgAVKGkNpl,2017-07-01
90736.94080929841,105162,mPPiCoyfNU,2013-01-08
382004.7520036681,779648,JBCMQreEAK,1996-01-02
231568.94831221603,970030,STFaLCMOHd,2004-10-05
388909.8553927667,889112,yRibzTjmJJ,2017-11-03
39472.724187352826,220494,NeQIIlVCEN,2000-12-30
103916.17640744259,695757,OGrguKHWyC,2003-03-13
283569.41408441926,544394,pcGCrRNaLP,2009-10-20
2829.275270837078,171403,caZSEXiUCC,2018-12-24
34366.16163406232,865345,UiKdTWreEZ,1997-02-27
45744.79170630898,817617,RQiLRhjiTE,2004-05-07
588222.3259851079,159457,nDJmGBsMVb,2007-06-14
50.93808964672803,205052,nYMIJPkWnI,1995-05-13
405031.78141923394,428841,KKxtjtpoBJ,2019-10-13
53022.88607502882,588264,crsccpeDdy,2008-08-02
740519.9186191958,880996,zSRrOiZKSr,2014-05-28
422056.71152297716,410677,WejXKbVQxm,1997-03-15
88771.11073666258,481753,cSIYNPvITv,2016-02-11
162510.28959518514,480533,wXEEzSnklZ,1996-08-24
387665.9048223292,768828,BiAFruzHmv,2018-10-01
92040.17465890103,537513,bAzyjeebqQ,2000-08-13
86247.40968796567,775493,RFTfBcWXbv,2019-11-30
133347.6677404483,903119,iaHckxtUGl,2011-02-05
201145.69754606677,319472,VLSHnEAayR,2013-05-25
258897.95820915818,972208,CUIEKigySY,2008-10-09
331682.1621000737,825068,HEUNTFoLmb,2009-08-29
407862.1022554015,850243,WjecHqpRcq,1999-04-12
451014.6631987695,634924,uVJRZTPdyA,1999-09-22
263567.8040222762,938671,tPsOZeFqWA,2019-05-28
263481.704660883,580816,PadjjOWcYM,1997-02-14
201279.4197021276,52072,zgCvnZisNj,2017-02-11
88140.17564232758,983737,LCCFgSMrbt,2013-07-27
251373.76547016625,594686,vYWXNSIHCg,1999-06-19
505653.002313344,888433,ToewnpPXIO,2001-07-22
198048.5531600683,332001,xysaxNyPfD,1996-01-05
191547.03086168147,385019,UFljMEjjBv,2013-02-03
100177.43993214863,277781,fsFLrCCiPi,2014-07-18
119125.91701858352,913584,DoVaPglQFJ,2013-05-28
10199.119254562842,376219,DjIPSQVCcx,2002-12-13
273749.0033658414,167739,tRZBrCEqYw,2007-10-29
571040.6943882331,246961,XpyfXRmTnt,2005-08-17
252932.90584555757,213020,RUdjjUiaFu,2018-04-14
793047.3192671102,540845,aUewKFBmtA,2007-05-11
14375.175230972047,793188,CjJJJWycjl,2010-06-08
493046.7347553907,319077,vrqCBLBeVu,2009-05-29
513960.8232105342,470209,TcYulEoRkU,2004-08-17
360212.3595857204,604946,TjtzNsAMPH,2018-01-02
6921.071105895055,725752,drLRhDzWVH,2016-03-16
63466.17566387719,10088,wYEzUdlqIp,2003-10-25
20980.074802603714,984535,HsqXErfJiL,2018-12-11
130172.48179550748,493693,fOODyItXSI,2002-11-12
225586.84225148565,327969,KgNBVxtthH,2003-11-15
195115.63819197763,827330,AbqHmCcipd,2004-09-22
149887.09650560672,634707,BpHFbEGxXM,2009-11-14
71472.37042204714,636918,nPVBpBzOME,2012-06-23
365736.44592843123,831237,UaNKztUBnl,2011-12-18
73149.75965494393,766524,npPOLPKWMw,2017-12-12
130038.22386590662,880247,phUsJJidzd,1999-05-27
237770.2247942995,657630,QXMjIlerjb,2013-09-21
69330.1072139236,311395,EBiRwCKfjs,2010-03-11
16051.38007653954,109231,NapSpvSAzP,2014-07-28
40936.97956216255,909451,dCsTupoiSn,2014-04-09
213080.54018622547,788931,rSELSzrvPY,2020-11-30
242838.1023762442,869092,QMDNepHEBG,1996-02-11
688832.2663861521,653078,GlvlSXhKRi,2008-06-14
417323.15250212565,443826,SHWNsqUlVA,2020-07-26
70488.17822289631,505606,rWRGhgykmK,1994-11-08
139282.46524806521,71531,xVTxxZCyKR,1995-01-28
613064.0495751395,254050,MHtPFmFhLM,2004-07-18
44465.37611796099,278202,IScblqPlXz,2018-05-05
448722.6090465446,341981,yfntGBVucZ,2019-05-18
511670.84033053106,663712,kgYqeXJoqD,2013-04-25
13351.641382495576,290871,jrbEZGVDmL,2009-08-16
26262.99339534795,154995,JbmMVGdfNw,2008-12-07
349842.08449192834,515556,KlRATrEDLI,2017-10-13
18490.531489318462,77796,utOTyAmxHE,2014-04-24
335416.78802775114,412921,GuyrAVqKpl,2013-07-11
197411.27323430634,558240,PimKLcEdCY,1999-11-21
165748.94228165643,361027,GnjgsDMCeX,2007-10-28
25937.59028384887,337483,KLVnpfFWcy,1997-09-03
140860.9875413389,323377,IrNXaZUujP,2015-11-27
215419.928944913,390838,nZhbMbHJYD,2016-12-11
517420.7262743986,125998,kfdNfKZNir,2006-01-29
313694.8456179034,997144,mNgMVrtkjZ,2005-05-22
75053.99059363174,670745,BPUkFMHgvP,2008-08-13
76104.49248555537,848347,jroMsoHynF,2016-11-23
134713.37587023698,705243,yTPQVzwNub,2012-06-09
232587.82020954398,124239,osHPnDKXxy,2006-10-18
131065.6274166273,517196,hCnIICutiX,1996-08-13
76780.14824278296,966768,MQDYPdFwAj,2003-07-12
128888.24117472998,141785,ndmkSMEFyv,2009-12-17
145316.2269810185,374099,HJALZZJmcY,2006-03-17
50170.223332276735,902235,ZiZxJLdHMK,2004-09-04
84459.19906113565,605221,iYYQbIseQc,2003-12-05
9781.016947986138,148328,wZKxfnjmMO,2010-04-06
31927.623650116726,465260,CrsWDwwpJE,2004-10-18
341226.46964731853,534740,TdCUJgYjfy,2004-04-26
479270.71324872744,508944,vTCTGyyvwn,2007-03-28
400815.88852520235,346847,FQJCEwEkeF,1997-08-16
257299.21451104947,899698,PtQCjxEqlb,2018-03-26
105809.7834347822,476673,ZVZjoSKBrD,1998-11-29
6831.089173529855,500010,RquriarYqD,2013-11-08
242650.6296539688,846199,FohuzlEgdQ,2001-10-22
723465.7932495682,578766,teqeYTCjBL,2002-10-27
502106.6248163016,68748,LhzANSiFME,1999-03-22
244167.5340260096,93977,AhUItnkCek,2010-12-19
38866.14710003497,156301,vqDUZTyEFn,2010-02-14
349173.71160444355,39857,NmFUcsdsgY,2020-08-24
509267.56564492354,675538,sBtBIbIwYq,2004-05-15
34873.19880612083,843320,eIqsIdGoNd,2010-07-22
64022.626050626095,702939,phIwcLVwuB,1994-11-20
260378.2610903376,374481,ZuzgHCqwJW,2005-12-09
101759.59816180279,433181,TvsNHAxoKm,2011-11-01
23778.358027639264,267585,TKsmzvsNHL,2017-10-24
514695.9869885608,149101,fwzPluCioC,2013-11-10
20475.991869694473,941279,YuqPFxZHlU,2018-05-16
303908.4757416658,349281,QRJlnECyhV,2016-01-03
69540.89766388993,104995,jRROFTcVHd,2020-10-14
49591.94887127743,658428,XZczLajXRB,2017-09-15
728612.3377606791,202460,DSPPinmtHq,2011-06-16
797159.7607081103,862249,suJTAQXZIF,2013-01-26
557329.4070196251,895062,GQsncuJfUn,2008-04-01
38042.57151578679,486865,xEbMCKVVNF,2009-08-05
553623.0506537682,692107,dSnHHkGXjD,2001-05-24
118913.6948820312,367778,axVPjbpszG,2010-06-09
96447.7139570837,511940,bbYghwSwMQ,1999-07-22
27186.888197192675,748928,mtOxncFAOG,1998-02-27
58108.52914302927,551099,RHtbPgmnwW,2006-06-29
135088.55925345258,363661,jJPoKjWQQf,2007-05-24
595316.8056547754,441912,XPdziksjDR,2015-06-27
306054.17008290265,644379,ZlecvrnWwm,2011-12-23
1737.9582503248769,349320,eHxxyxGeDm,2010-11-02
58446.35906851424,750580,eNMPAdDTZO,2014-08-30
54623.641335972825,930033,dtawSqcegH,2004-02-14
174900.223328222,128470,AanfoFjfzW,2008-04-28
27415.220159499397,243220,YcvZwXCBZL,2001-07-01
48062.88948136494,22869,dhRPvlHiKo,2008-12-29
39877.021467090526,14138,qdLGAEMryr,2018-02-10
766067.3985901395,880329,SXeTczhNXN,2006-08-01
474452.0071034556,381209,uxoraCQIUR,1995-07-05
30427.995407253242,730751,PgdxDgVmar,1996-05-13
96913.57452757838,781545,ogAdrTlfFA,2013-03-20
321042.347902907,658261,YsdQWUxihC,2016-09-08
91644.71104048846,865423,XhahRSBxNH,2013-05-06
418181.45534294064,143756,pUnMjHXiCY,2007-05-04
390383.5889429574,260050,YpBofUFVKX,2020-01-10
563707.6338937379,404395,wrWqsTnCDs,1995-11-23
12448.006419832978,666620,JBoXHYeYro,2000-08-30
21006.974063948728,818619,GWzHMKEhGc,2013-03-06
58563.6257009684,65494,GdVlzKwgNk,1995-11-13
341590.4508125414,555141,MZuSVAProI,2017-04-11
394813.56315076037,568216,DfFTzUnJtq,2001-06-09
293332.87351428636,28576,QSsaZnMcKM,2019-02-19
353713.73320555786,907670,MHbNMzFCGj,2018-10-13
639623.8023940376,57892,TnbpOxgMum,2018-01-14
15050.971815898327,997247,CbkJzsrXiX,2007-09-21
633809.3441271354,876827,pqJAjDdtgJ,2014-02-27
95218.3144670531,227179,kbKDufQtTL,2013-10-26
33787.821684119706,380740,wsacQNLgcT,1998-02-21
56599.095594007245,450148,dWZDiewBLh,1998-07-15
43458.056332744345,385986,GHreQnndKc,2020-01-02
216261.84268733207,74033,yPhLArmPmb,2005-07-30
627740.9160913989,424873,vZctfyFxUN,2001-07-17
554493.5636582002,264723,QhDtNMlDhu,2020-11-28
323867.9176045852,478724,RmoJiKTJJh,2001-01-09
41715.2165439545,819904,HoHjlHAmrV,2014-08-10
33057.05958467519,378625,bfdtaXIMbm,2014-11-02
171770.08455812067,384979,kpsCxSaulN,2008-05-23
31344.01330803563,120379,HgQfvMihqJ,1996-07-20
5432.710237495537,852462,BDQpBXNYcq,2014-11-26
379954.179725828,955710,rUnhyGqSuO,2016-03-23
91665.81842116761,73158,oExpfIKCdq,2003-09-24
846688.2092679517,167673,gvEVPTWOWQ,2011-06-18
491110.9462907436,36552,MpUOkEGWeW,2017-05-30
116710.3998918745,868962,JOJBMpbzpS,1995-09-22
83729.52180237549,997092,HQDPNwPsGC,2018-05-28
42199.54600105803,119484,qDcWJDxrOp,2006-06-23
33584.40947604765,293322,VFlnHkxfIA,2003-03-12
111134.47180819495,589909,OfVKklYmgH,2010-10-03
286638.1801251868,274626,MBNlpbQflN,2017-11-13
247744.2527718815,729265,cRprshFXOd,2005-07-14
185466.00401061165,151949,jNtapPoXWn,2020-03-25
173942.62175573126,368827,QRtCSLfwoC,2004-03-04
184612.03909506195,251660,YYWDpTZJPx,1996-11-21
347050.28683928354,694141,sErKakLxiY,2009-08-08
560984.6550140586,194482,PawxxcJZgO,1998-04-30
835580.8527369985,153056,gdQfKuLWFj,1997-10-14
4637.941625055322,477380,mdWfQasgaS,2013-08-28
278331.6784466289,450190,XyMUcJCiQI,2001-07-10
731082.3385399049,373371,wTdCzWRKJR,2019-05-31
898377.3689900627,808648,oQJspeZEPL,2012-07-30
394738.6274269165,982463,YxoMdrcDPA,2009-07-06
392073.2889533931,133521,RJGlWJWdWe,2005-07-26
374081.41247561586,109803,TyULVemYbI,1998-01-21
246407.20990757167,787711,GOogLpzqIy,1999-03-19
136081.0593954032,374947,flFsVQygsE,1998-07-17
63710.72925254483,266839,hhJtjfaKww,2000-08-04
242660.45434761874,537820,gtxHHrhtdL,2004-01-06
223933.12336480478,139214,PHcLPdPjjN,1995-08-25
5282.240464438821,391609,YhDIrfxXAo,1996-02-14
369281.76397806994,769315,yCNpyazXJk,1995-05-13
387.12976143464516,605526,cfnnkNKUqB,2006-05-15
145524.41569880044,478876,EIsNSzwFZA,1999-04-03
178893.3712428904,924607,XFDfLUqUgX,2009-06-07
43253.69194040875,345948,NFTMcegzVF,2013-08-06
622426.5120353579,559052,kWsNWPCPBs,2011-01-04
18068.792171059744,105059,zvdaplrCWX,2004-02-19
247842.29556032553,932040,jHrWvhptkY,2006-06-11
359510.60982472706,681034,BdoniLDzux,2018-08-20
65333.17402807045,294506,MNRcYpNFqK,2011-12-10
31822.43264045855,982486,iJQGnRSqOJ,2018-10-08
12626.180023329001,25686,LGMmZObKAO,2011-11-28
570608.9315932156,119111,MTbcaxOEWK,2001-10-31
91678.17426659013,615526,kPgHPAAFaJ,1996-03-27
199637.3609304088,621839,PwYdXpDtXF,1999-11-28
153361.0454586487,905642,yYRkndoMOS,1995-09-24
89703.32085714336,8956,grPwPEnRUm,1997-10-05
590813.0141696394,839149,vPayiIIsIi,2017-06-21
194232.05790150876,566786,xzEkOnzKPs,1999-10-21
413972.76098178414,195973,onCAssRtcm,2008-12-07
8416.484984236042,658315,aTWAnTYPwo,2006-09-13
138076.3308701385,965285,HodRkCYFlm,2008-09-06
317235.66379945015,802380,nOZKBlEoWy,2019-04-28
112337.62429257896,755781,BUEdpxliaV,2015-01-30
60576.31338316833,434228,ZOKvLPNrrA,2002-07-24
190875.17110184833,815654,KCUyzxTFRr,2008-10-06
52286.06146016977,302742,iMWAVBycJy,2013-01-30
434582.6390545779,518034,EZcCloBtDP,2005-01-26
14340.265216980873,857627,ASLwBxFZer,1997-04-12
18245.957097113365,10951,aKnEfxtuWs,2010-11-13
70716.9755570968,164736,anLObJTPZx,2020-05-16
241091.29777910173,242792,UTYMcVydQd,2010-01-25
159307.2913737195,135203,hRQBWzmaaC,2013-06-26
713394.2859433684,39158,scYISVXZUL,2012-11-23
39445.057472862376,612872,QCdWUhTvcr,2003-12-08
105026.3439736663,269991,FKjWYwDkpo,2017-07-15
8953.022724604745,364820,FMpfYmAIHB,1999-10-09
126891.99135083453,198992,BEBpEhnMRw,2015-07-01
282660.93172920344,756322,RirKkSJrun,2019-09-03
634174.513111627,775846,WJPBpQLhHk,2019-03-18
823257.5754786886,752422,ndbsvCYWZX,2015-10-03
158702.84463586635,402583,vHPBrRulMH,1998-08-02
30581.47370060442,228788,LwkZmfhpoV,2009-05-21
169744.51041323892,502463,ZdNFbaPqcX,2019-02-09
683476.8458799155,215095,xzVXroXzDG,2007-09-14
162901.64833404432,724262,ZQcoUQiBxE,2000-09-01
86987.82624523868,365579,tTbKStBVGw,2008-03-28
458536.70963336364,804247,tNZaWLhLeU,2007-05-11
277222.30023165024,396265,OiLMiFJWNs,1999-07-17
203499.1961081852,887908,iCxNgmcgSS,2006-06-18
1907.200762281096,778513,VMFckZfgCa,2011-04-01
444282.21665499354,722014,LtYjZzJhFl,2010-09-23
469696.46513501916,388037,giOebtxbyC,2007-01-25
103667.0117496794,535159,OdBissDgni,2014-07-08
349736.185255832,43709,fFRsqTAZlv,2013-06-20
173775.4427210321,874627,vsDRamDTpW,2012-04-22
390079.9178979916,22851,OvpETQsPxx,2010-12-04
14884.58480402905,428018,JyPCkoksRg,2000-05-19
413308.9163955394,948256,dONFPeBzMz,2020-05-29
56248.411503267955,247689,BqUziTmPFb,2001-12-13
54109.84255345745,137711,PPzLIytzXI,1998-10-07
56265.08536375574,756784,jqrnkfFqtt,1999-02-02
299447.7513128316,534403,UpNVuYMGza,2010-08-02
573657.4914363839,892087,tKiSyIxCAp,2004-05-01
194598.97392231843,722234,RntytBdWmH,2015-03-01
346912.8952125576,82479,gILaaLDIYD,2005-11-09
134890.48717927324,491428,PIpkDouYIn,2009-10-08
872733.5155007347,832206,jEGyhwJWIa,2014-01-31
654760.8746966993,354589,UofmvSHHRG,2012-01-16
74154.74450482031,101969,kzKWqajlch,1998-04-21
80360.62760587118,51775,rZbLcKEfxE,1997-01-30
852.0654165468369,176974,ehPBFKyjQr,2010-08-07
567544.6479053707,808914,FNZLgFnRML,2010-11-11
24015.04132699481,144356,VbAsDiXiMq,2019-07-28
70479.43836559058,320139,vbSuqlzyvm,2003-01-14
506599.52737532597,311622,PpJHVOJWXR,2001-10-30
654265.5584070437,998312,HVxYwqjEjT,2017-09-02
2657.7546450172563,470421,DooSHVvTtF,1997-04-20
684870.1656200711,540407,ZcjRVYihfZ,2016-12-31
10592.205912951293,832019,uVNkneMqsg,2014-09-18
177586.2893177864,704635,nYGugmDGFt,2008-07-08
593918.8805516942,995698,qxGqxCljYS,1999-09-09
768599.3860835369,691827,TKwECWEyIH,2008-12-16
642096.3976364684,308549,CWXoNnvLue,2003-01-04
46345.778854941775,215781,nijgYClqBR,2019-06-18
825693.1405469647,191253,FnXNqEHLTY,2002-09-10
516180.096060384,861514,oinXoTtxUo,2008-03-09
258062.24278876008,771712,EAiDZuFzgg,2000-02-22
771496.7328897316,98591,assadZzcrx,2012-04-28
50414.0412074099,463750,VgQWSduOIa,1997-12-25
804227.2142540371,945546,HYkroksGXZ,2020-07-15
588885.0987036105,788017,aBRYQpXKMB,2015-12-12
73435.79778863289,86747,RCqgthOdhE,2006-09-30
295828.5919406822,591310,CxYjvxosrh,2017-09-25
582785.6080078206,206337,ttXaePrpEO,2000-12-29
347757.63860224304,6062,SSVtGyzmnZ,1997-07-10
83924.2834207438,306173,PDHdEffPhr,1998-07-30
1766.0929717929198,509323,UaMEwSmBoo,1997-10-26
292300.77778153855,131034,rwWVdYUZkt,2017-06-09
49958.25754205296,675702,GYaKPvAOZj,2016-05-27
391698.0057887281,902071,cDXHjYwEbr,2016-10-13
192963.7372497753,954772,pVZpsKaUNB,1998-03-25
132037.36418961428,814712,MLeiKkCZsJ,2017-11-15
520288.10194053396,775822,ZpkCSqfSHc,2012-04-25
54265.62340106149,748558,bDlEAAJYNb,2014-11-16
445226.1029337799,390801,znjKbJhEPy,2000-04-13
333338.7845713969,129429,oJxbuxSqjQ,2003-06-15
240763.264167568,507231,ggWaNPrEET,1998-01-31
411724.85839943285,725127,Kvkmeuucxq,2003-03-28
690871.6042194883,945449,RaCIqpGukn,2000-09-12
65561.79389138735,734653,SIIAnjsJMB,2003-01-14
429648.00302553026,369548,azivhauhyR,1998-08-17
160391.22570170357,606394,fhOwypeYyV,2020-03-07
240369.70238167385,237064,UVEgpGRhVI,2007-01-21
620771.3516317542,756961,PstVnFXnCt,2015-04-13
300506.95244251686,534451,EPZGajwQaz,2005-02-25
36441.57422619342,822581,OriqWXhNMR,2011-08-07
92521.54019013376,873152,njySmFwQyV,2009-12-08
179380.29481705892,145858,WtPSrpKgwA,2007-07-07
849304.5081675984,456345,pywauaUzkc,2011-11-05
181668.03116353424,661687,lnEdDIzLqR,2014-06-17
109621.76585439734,80512,ZszcRMhDJL,2018-04-13
671410.1536983319,90802,jkKobeEGaj,2015-11-03
341987.49910957983,187766,OofpsKOTAk,2005-10-21
400711.83516117587,978952,UJcaQurxsQ,2018-06-23
652914.1274522174,589342,OQlyTvOElU,1999-12-23
82194.68939360285,82068,HkLSKVddUQ,1995-12-06
640417.457915508,978677,LUzTXFlvRZ,2011-06-14
105835.09181159665,486108,nJzmJZkasL,2012-04-13
573684.4978862137,264068,kaUGvLAsvu,2003-10-27
320497.1686429494,849773,NYbiJNUkWY,2017-08-10
216433.12841202485,564025,NPPVnzCTsR,1996-11-07
94579.01599000802,817398,pCNTJrAXYb,2014-04-23
27229.583160143284,77419,HvagsDQPsA,1998-05-06
928712.596670523,689170,NhEHVTVWiZ,2016-12-11
308573.20882959984,426957,ewgOQmLLRB,2013-04-27
325385.03559027374,982315,nBaArJcnCz,1995-05-05
489138.4157792251,112410,RLmwrPedbv,1995-05-22
137835.42641209046,1116,iBoNwPSTZA,1996-11-17
30768.110691544935,935045,jzXoacdDPl,1999-12-22
91710.08113034195,935443,ktNzwHKWlq,2020-05-31
77782.37725935702,604506,rMDxHDMDOD,2004-01-09
270572.8865518351,953774,eLthRYAmxC,2015-11-14
44436.27000346582,605151,cLshVDVaFi,1998-03-01
429461.8125360708,39774,JZfeoDADrO,2012-11-27
321192.4525665344,636638,GtOkRIWScN,2004-09-25
634948.2953679728,234926,KbtVLRzpsz,2001-07-12
206841.99834968004,321831,AWjHmzqask,2014-11-08
332259.43286834075,831297,ZmIdGypKRF,1999-01-24
158985.52931696238,426100,jBrrwzmgsI,2004-10-29
271879.720830212,714669,URfWuaCHGW,2018-06-06
733610.1145481949,873386,lmSaHBWzIR,1998-09-16
542601.9609339957,680687,PPotDevelW,1996-11-05
285419.1769986965,224320,kvJZUZFDmI,1997-03-13
25053.106688097614,56345,jQrNKuVjDX,2013-04-12
17346.690495433413,440029,MkZHQKwvkr,2020-08-09
957568.7648119798,56469,oOlrqUaxob,2007-06-29
254667.0560610475,124422,jKuMwzYUKW,2007-08-30
285918.8626348775,872493,HFcOWHqrUT,2008-05-05
14819.314301376824,517910,TyKCuaIIYe,2001-10-05
443511.08041370194,520625,ginUXeNpkA,2008-01-02
481494.03806316847,794926,yIUUCAWRNR,2004-04-03
21137.505855574913,610278,cmYfUCHzbb,2016-11-01
255752.83193206033,931253,RiWXrsdqwr,2018-08-14
96549.16107994075,909448,wGWNgwyCjx,2002-10-08
11920.503901938866,913964,iAUInrfoWB,1999-03-16
298987.5770789363,21433,KuTcLKEnFk,2006-11-12
10168.47452495617,665701,PcGoSwpqvC,2010-05-13
24080.302843416946,30598,pKkrEaYCMM,1995-09-25
48196.35437182732,382602,VRLigjQdgF,2019-07-19
83318.21942383613,875517,jDnheOLLLi,1999-11-19
70500.57504663694,437217,DZfRGBWBNF,1995-01-14
294072.4182374993,245786,uONRncrNhw,2010-10-22
69406.16746204052,46652,yXALwOKNQW,1998-02-21
375807.0511674609,472333,gZCUBUAWbD,2006-10-13
319862.37912894593,490698,GFTIhPatJL,2004-04-12
943169.308860272,302045,BfMZVwJbdl,2003-06-02
11475.95675292124,208913,SBwrtjVXfw,2012-12-28
676516.5851580371,532018,AWSlBEliPh,1995-11-13
